record_id,minute_index,label,representation,preprocessing_version
a12,210,A,cwt,v2
a12,211,A,waveform,v2
a12,211,A,stft,v2
a12,211,A,cwt,v2
a12,212,A,waveform,v2
a12,212,A,stft,v2
a12,212,A,cwt,v2
a12,213,A,waveform,v2
a12,213,A,stft,v2
a12,213,A,cwt,v2
a12,214,A,waveform,v2
a12,214,A,stft,v2
a12,214,A,cwt,v2
a12,215,N,waveform,v2
a12,215,N,stft,v2
a12,215,N,cwt,v2
a12,216,N,waveform,v2
a12,216,N,stft,v2
a12,216,N,cwt,v2
a12,217,N,waveform,v2
a12,217,N,stft,v2
a12,217,N,cwt,v2
a12,218,N,waveform,v2
a12,218,N,stft,v2
a12,218,N,cwt,v2
a12,219,N,waveform,v2
a12,219,N,stft,v2
a12,219,N,cwt,v2
a12,220,N,waveform,v2
a12,220,N,stft,v2
a12,220,N,cwt,v2
a12,221,N,waveform,v2
a12,221,N,stft,v2
a12,221,N,cwt,v2
a12,222,N,waveform,v2
a12,222,N,stft,v2
a12,222,N,cwt,v2
a12,223,A,waveform,v2
a12,223,A,stft,v2
a12,223,A,cwt,v2
a12,224,A,waveform,v2
a12,224,A,stft,v2
a12,224,A,cwt,v2
a12,225,A,waveform,v2
a12,225,A,stft,v2
a12,225,A,cwt,v2
a12,226,A,waveform,v2
a12,226,A,stft,v2
a12,226,A,cwt,v2
a12,227,A,waveform,v2
a12,227,A,stft,v2
a12,227,A,cwt,v2
a12,228,A,waveform,v2
a12,228,A,stft,v2
a12,228,A,cwt,v2
a12,229,A,waveform,v2
a12,229,A,stft,v2
a12,229,A,cwt,v2
a12,230,A,waveform,v2
a12,230,A,stft,v2
a12,230,A,cwt,v2
a12,231,A,waveform,v2
a12,231,A,stft,v2
a12,231,A,cwt,v2
a12,232,A,waveform,v2
a12,232,A,stft,v2
a12,232,A,cwt,v2
a12,233,A,waveform,v2
a12,233,A,stft,v2
a12,233,A,cwt,v2
a12,234,A,waveform,v2
a12,234,A,stft,v2
a12,234,A,cwt,v2
a12,235,A,waveform,v2
a12,235,A,stft,v2
a12,235,A,cwt,v2
a12,236,A,waveform,v2
a12,236,A,stft,v2
a12,236,A,cwt,v2
a12,237,A,waveform,v2
a12,237,A,stft,v2
a12,237,A,cwt,v2
a12,238,A,waveform,v2
a12,238,A,stft,v2
a12,238,A,cwt,v2
a12,239,A,waveform,v2
a12,239,A,stft,v2
a12,239,A,cwt,v2
a12,240,A,waveform,v2
a12,240,A,stft,v2
a12,240,A,cwt,v2
a12,241,A,waveform,v2
a12,241,A,stft,v2
a12,241,A,cwt,v2
a12,242,A,waveform,v2
a12,242,A,stft,v2
a12,242,A,cwt,v2
a12,243,A,waveform,v2
a12,243,A,stft,v2
a12,243,A,cwt,v2
a12,244,A,waveform,v2
a12,244,A,stft,v2
a12,244,A,cwt,v2
a12,245,A,waveform,v2
a12,245,A,stft,v2
a12,245,A,cwt,v2
a12,246,A,waveform,v2
a12,246,A,stft,v2
a12,246,A,cwt,v2
a12,247,A,waveform,v2
a12,247,A,stft,v2
a12,247,A,cwt,v2
a12,248,A,waveform,v2
a12,248,A,stft,v2
a12,248,A,cwt,v2
a12,249,A,waveform,v2
a12,249,A,stft,v2
a12,249,A,cwt,v2
a12,250,A,waveform,v2
a12,250,A,stft,v2
a12,250,A,cwt,v2
a12,251,A,waveform,v2
a12,251,A,stft,v2
a12,251,A,cwt,v2
a12,252,A,waveform,v2
a12,252,A,stft,v2
a12,252,A,cwt,v2
a12,253,A,waveform,v2
a12,253,A,stft,v2
a12,253,A,cwt,v2
a12,254,A,waveform,v2
a12,254,A,stft,v2
a12,254,A,cwt,v2
a12,255,A,waveform,v2
a12,255,A,stft,v2
a12,255,A,cwt,v2
a12,256,A,waveform,v2
a12,256,A,stft,v2
a12,256,A,cwt,v2
a12,257,A,waveform,v2
a12,257,A,stft,v2
a12,257,A,cwt,v2
a12,258,A,waveform,v2
a12,258,A,stft,v2
a12,258,A,cwt,v2
a12,259,A,waveform,v2
a12,259,A,stft,v2
a12,259,A,cwt,v2
a12,260,A,waveform,v2
a12,260,A,stft,v2
a12,260,A,cwt,v2
a12,261,A,waveform,v2
a12,261,A,stft,v2
a12,261,A,cwt,v2
a12,262,A,waveform,v2
a12,262,A,stft,v2
a12,262,A,cwt,v2
a12,263,A,waveform,v2
a12,263,A,stft,v2
a12,263,A,cwt,v2
a12,264,A,waveform,v2
a12,264,A,stft,v2
a12,264,A,cwt,v2
a12,265,A,waveform,v2
a12,265,A,stft,v2
a12,265,A,cwt,v2
a12,266,A,waveform,v2
a12,266,A,stft,v2
a12,266,A,cwt,v2
a12,267,A,waveform,v2
a12,267,A,stft,v2
a12,267,A,cwt,v2
a12,268,A,waveform,v2
a12,268,A,stft,v2
a12,268,A,cwt,v2
a12,269,A,waveform,v2
a12,269,A,stft,v2
a12,269,A,cwt,v2
a12,270,A,waveform,v2
a12,270,A,stft,v2
a12,270,A,cwt,v2
a12,271,A,waveform,v2
a12,271,A,stft,v2
a12,271,A,cwt,v2
a12,272,A,waveform,v2
a12,272,A,stft,v2
a12,272,A,cwt,v2
a12,273,A,waveform,v2
a12,273,A,stft,v2
a12,273,A,cwt,v2
a12,274,A,waveform,v2
a12,274,A,stft,v2
a12,274,A,cwt,v2
a12,275,A,waveform,v2
a12,275,A,stft,v2
a12,275,A,cwt,v2
a12,276,A,waveform,v2
a12,276,A,stft,v2
a12,276,A,cwt,v2
a12,277,A,waveform,v2
a12,277,A,stft,v2
a12,277,A,cwt,v2
a12,278,A,waveform,v2
a12,278,A,stft,v2
a12,278,A,cwt,v2
a12,279,A,waveform,v2
a12,279,A,stft,v2
a12,279,A,cwt,v2
a12,280,A,waveform,v2
a12,280,A,stft,v2
a12,280,A,cwt,v2
a12,281,A,waveform,v2
a12,281,A,stft,v2
a12,281,A,cwt,v2
a12,282,A,waveform,v2
a12,282,A,stft,v2
a12,282,A,cwt,v2
a12,283,A,waveform,v2
a12,283,A,stft,v2
a12,283,A,cwt,v2
a12,284,A,waveform,v2
a12,284,A,stft,v2
a12,284,A,cwt,v2
a12,285,A,waveform,v2
a12,285,A,stft,v2
a12,285,A,cwt,v2
a12,286,A,waveform,v2
a12,286,A,stft,v2
a12,286,A,cwt,v2
a12,287,A,waveform,v2
a12,287,A,stft,v2
a12,287,A,cwt,v2
a12,288,A,waveform,v2
a12,288,A,stft,v2
a12,288,A,cwt,v2
a12,289,A,waveform,v2
a12,289,A,stft,v2
a12,289,A,cwt,v2
a12,290,A,waveform,v2
a12,290,A,stft,v2
a12,290,A,cwt,v2
a12,291,A,waveform,v2
a12,291,A,stft,v2
a12,291,A,cwt,v2
a12,292,A,waveform,v2
a12,292,A,stft,v2
a12,292,A,cwt,v2
a12,293,A,waveform,v2
a12,293,A,stft,v2
a12,293,A,cwt,v2
a12,294,A,waveform,v2
a12,294,A,stft,v2
a12,294,A,cwt,v2
a12,295,A,waveform,v2
a12,295,A,stft,v2
a12,295,A,cwt,v2
a12,296,A,waveform,v2
a12,296,A,stft,v2
a12,296,A,cwt,v2
a12,297,A,waveform,v2
a12,297,A,stft,v2
a12,297,A,cwt,v2
a12,298,A,waveform,v2
a12,298,A,stft,v2
a12,298,A,cwt,v2
a12,299,A,waveform,v2
a12,299,A,stft,v2
a12,299,A,cwt,v2
a12,300,A,waveform,v2
a12,300,A,stft,v2
a12,300,A,cwt,v2
a12,301,A,waveform,v2
a12,301,A,stft,v2
a12,301,A,cwt,v2
a12,302,A,waveform,v2
a12,302,A,stft,v2
a12,302,A,cwt,v2
a12,303,A,waveform,v2
a12,303,A,stft,v2
a12,303,A,cwt,v2
a12,304,A,waveform,v2
a12,304,A,stft,v2
a12,304,A,cwt,v2
a12,305,A,waveform,v2
a12,305,A,stft,v2
a12,305,A,cwt,v2
a12,306,A,waveform,v2
a12,306,A,stft,v2
a12,306,A,cwt,v2
a12,307,A,waveform,v2
a12,307,A,stft,v2
a12,307,A,cwt,v2
a12,308,A,waveform,v2
a12,308,A,stft,v2
a12,308,A,cwt,v2
a12,309,A,waveform,v2
a12,309,A,stft,v2
a12,309,A,cwt,v2
a12,310,A,waveform,v2
a12,310,A,stft,v2
a12,310,A,cwt,v2
a12,311,A,waveform,v2
a12,311,A,stft,v2
a12,311,A,cwt,v2
a12,312,A,waveform,v2
a12,312,A,stft,v2
a12,312,A,cwt,v2
a12,313,A,waveform,v2
a12,313,A,stft,v2
a12,313,A,cwt,v2
a12,314,N,waveform,v2
a12,314,N,stft,v2
a12,314,N,cwt,v2
a12,315,A,waveform,v2
a12,315,A,stft,v2
a12,315,A,cwt,v2
a12,316,A,waveform,v2
a12,316,A,stft,v2
a12,316,A,cwt,v2
a12,317,A,waveform,v2
a12,317,A,stft,v2
a12,317,A,cwt,v2
a12,318,A,waveform,v2
a12,318,A,stft,v2
a12,318,A,cwt,v2
a12,319,N,waveform,v2
a12,319,N,stft,v2
a12,319,N,cwt,v2
a12,320,N,waveform,v2
a12,320,N,stft,v2
a12,320,N,cwt,v2
a12,321,N,waveform,v2
a12,321,N,stft,v2
a12,321,N,cwt,v2
a12,322,N,waveform,v2
a12,322,N,stft,v2
a12,322,N,cwt,v2
a12,323,A,waveform,v2
a12,323,A,stft,v2
a12,323,A,cwt,v2
a12,324,A,waveform,v2
a12,324,A,stft,v2
a12,324,A,cwt,v2
a12,325,A,waveform,v2
a12,325,A,stft,v2
a12,325,A,cwt,v2
a12,326,A,waveform,v2
a12,326,A,stft,v2
a12,326,A,cwt,v2
a12,327,A,waveform,v2
a12,327,A,stft,v2
a12,327,A,cwt,v2
a12,328,A,waveform,v2
a12,328,A,stft,v2
a12,328,A,cwt,v2
a12,329,A,waveform,v2
a12,329,A,stft,v2
a12,329,A,cwt,v2
a12,330,A,waveform,v2
a12,330,A,stft,v2
a12,330,A,cwt,v2
a12,331,A,waveform,v2
a12,331,A,stft,v2
a12,331,A,cwt,v2
a12,332,A,waveform,v2
a12,332,A,stft,v2
a12,332,A,cwt,v2
a12,333,A,waveform,v2
a12,333,A,stft,v2
a12,333,A,cwt,v2
a12,334,A,waveform,v2
a12,334,A,stft,v2
a12,334,A,cwt,v2
a12,335,A,waveform,v2
a12,335,A,stft,v2
a12,335,A,cwt,v2
a12,336,A,waveform,v2
a12,336,A,stft,v2
a12,336,A,cwt,v2
a12,337,A,waveform,v2
a12,337,A,stft,v2
a12,337,A,cwt,v2
a12,338,A,waveform,v2
a12,338,A,stft,v2
a12,338,A,cwt,v2
a12,339,A,waveform,v2
a12,339,A,stft,v2
a12,339,A,cwt,v2
a12,340,A,waveform,v2
a12,340,A,stft,v2
a12,340,A,cwt,v2
a12,341,A,waveform,v2
a12,341,A,stft,v2
a12,341,A,cwt,v2
a12,342,A,waveform,v2
a12,342,A,stft,v2
a12,342,A,cwt,v2
a12,343,A,waveform,v2
a12,343,A,stft,v2
a12,343,A,cwt,v2
a12,344,A,waveform,v2
a12,344,A,stft,v2
a12,344,A,cwt,v2
a12,345,A,waveform,v2
a12,345,A,stft,v2
a12,345,A,cwt,v2
a12,346,A,waveform,v2
a12,346,A,stft,v2
a12,346,A,cwt,v2
a12,347,A,waveform,v2
a12,347,A,stft,v2
a12,347,A,cwt,v2
a12,348,A,waveform,v2
a12,348,A,stft,v2
a12,348,A,cwt,v2
a12,349,A,waveform,v2
a12,349,A,stft,v2
a12,349,A,cwt,v2
a12,350,A,waveform,v2
a12,350,A,stft,v2
a12,350,A,cwt,v2
a12,351,A,waveform,v2
a12,351,A,stft,v2
a12,351,A,cwt,v2
a12,352,A,waveform,v2
a12,352,A,stft,v2
a12,352,A,cwt,v2
a12,353,A,waveform,v2
a12,353,A,stft,v2
a12,353,A,cwt,v2
a12,354,A,waveform,v2
a12,354,A,stft,v2
a12,354,A,cwt,v2
a12,355,A,waveform,v2
a12,355,A,stft,v2
a12,355,A,cwt,v2
a12,356,A,waveform,v2
a12,356,A,stft,v2
a12,356,A,cwt,v2
a12,357,A,waveform,v2
a12,357,A,stft,v2
a12,357,A,cwt,v2
a12,358,A,waveform,v2
a12,358,A,stft,v2
a12,358,A,cwt,v2
a12,359,A,waveform,v2
a12,359,A,stft,v2
a12,359,A,cwt,v2
a12,360,A,waveform,v2
a12,360,A,stft,v2
a12,360,A,cwt,v2
a12,361,A,waveform,v2
a12,361,A,stft,v2
a12,361,A,cwt,v2
a12,362,A,waveform,v2
a12,362,A,stft,v2
a12,362,A,cwt,v2
a12,363,A,waveform,v2
a12,363,A,stft,v2
a12,363,A,cwt,v2
a12,364,A,waveform,v2
a12,364,A,stft,v2
a12,364,A,cwt,v2
a12,365,A,waveform,v2
a12,365,A,stft,v2
a12,365,A,cwt,v2
a12,366,A,waveform,v2
a12,366,A,stft,v2
a12,366,A,cwt,v2
a12,367,A,waveform,v2
a12,367,A,stft,v2
a12,367,A,cwt,v2
a12,368,A,waveform,v2
a12,368,A,stft,v2
a12,368,A,cwt,v2
a12,369,A,waveform,v2
a12,369,A,stft,v2
a12,369,A,cwt,v2
a12,370,A,waveform,v2
a12,370,A,stft,v2
a12,370,A,cwt,v2
a12,371,A,waveform,v2
a12,371,A,stft,v2
a12,371,A,cwt,v2
a12,372,A,waveform,v2
a12,372,A,stft,v2
a12,372,A,cwt,v2
a12,373,A,waveform,v2
a12,373,A,stft,v2
a12,373,A,cwt,v2
a12,374,A,waveform,v2
a12,374,A,stft,v2
a12,374,A,cwt,v2
a12,375,A,waveform,v2
a12,375,A,stft,v2
a12,375,A,cwt,v2
a12,376,A,waveform,v2
a12,376,A,stft,v2
a12,376,A,cwt,v2
a12,377,A,waveform,v2
a12,377,A,stft,v2
a12,377,A,cwt,v2
a12,378,A,waveform,v2
a12,378,A,stft,v2
a12,378,A,cwt,v2
a12,379,A,waveform,v2
a12,379,A,stft,v2
a12,379,A,cwt,v2
a12,380,N,waveform,v2
a12,380,N,stft,v2
a12,380,N,cwt,v2
a12,381,N,waveform,v2
a12,381,N,stft,v2
a12,381,N,cwt,v2
a12,382,N,waveform,v2
a12,382,N,stft,v2
a12,382,N,cwt,v2
a12,383,N,waveform,v2
a12,383,N,stft,v2
a12,383,N,cwt,v2
a12,384,N,waveform,v2
a12,384,N,stft,v2
a12,384,N,cwt,v2
a12,385,N,waveform,v2
a12,385,N,stft,v2
a12,385,N,cwt,v2
a12,386,N,waveform,v2
a12,386,N,stft,v2
a12,386,N,cwt,v2
a12,387,A,waveform,v2
a12,387,A,stft,v2
a12,387,A,cwt,v2
a12,388,A,waveform,v2
a12,388,A,stft,v2
a12,388,A,cwt,v2
a12,389,A,waveform,v2
a12,389,A,stft,v2
a12,389,A,cwt,v2
a12,390,A,waveform,v2
a12,390,A,stft,v2
a12,390,A,cwt,v2
a12,391,A,waveform,v2
a12,391,A,stft,v2
a12,391,A,cwt,v2
a12,392,A,waveform,v2
a12,392,A,stft,v2
a12,392,A,cwt,v2
a12,393,A,waveform,v2
a12,393,A,stft,v2
a12,393,A,cwt,v2
a12,394,A,waveform,v2
a12,394,A,stft,v2
a12,394,A,cwt,v2
a12,395,A,waveform,v2
a12,395,A,stft,v2
a12,395,A,cwt,v2
a12,396,A,waveform,v2
a12,396,A,stft,v2
a12,396,A,cwt,v2
a12,397,A,waveform,v2
a12,397,A,stft,v2
a12,397,A,cwt,v2
a12,398,A,waveform,v2
a12,398,A,stft,v2
a12,398,A,cwt,v2
a12,399,A,waveform,v2
a12,399,A,stft,v2
a12,399,A,cwt,v2
a12,400,A,waveform,v2
a12,400,A,stft,v2
a12,400,A,cwt,v2
a12,401,A,waveform,v2
a12,401,A,stft,v2
a12,401,A,cwt,v2
a12,402,A,waveform,v2
a12,402,A,stft,v2
a12,402,A,cwt,v2
a12,403,A,waveform,v2
a12,403,A,stft,v2
a12,403,A,cwt,v2
a12,404,A,waveform,v2
a12,404,A,stft,v2
a12,404,A,cwt,v2
a12,405,A,waveform,v2
a12,405,A,stft,v2
a12,405,A,cwt,v2
a12,406,A,waveform,v2
a12,406,A,stft,v2
a12,406,A,cwt,v2
a12,407,A,waveform,v2
a12,407,A,stft,v2
a12,407,A,cwt,v2
a12,408,A,waveform,v2
a12,408,A,stft,v2
a12,408,A,cwt,v2
a12,409,A,waveform,v2
a12,409,A,stft,v2
a12,409,A,cwt,v2
a12,410,A,waveform,v2
a12,410,A,stft,v2
a12,410,A,cwt,v2
a12,411,A,waveform,v2
a12,411,A,stft,v2
a12,411,A,cwt,v2
a12,412,A,waveform,v2
a12,412,A,stft,v2
a12,412,A,cwt,v2
a12,413,A,waveform,v2
a12,413,A,stft,v2
a12,413,A,cwt,v2
a12,414,A,waveform,v2
a12,414,A,stft,v2
a12,414,A,cwt,v2
a12,415,A,waveform,v2
a12,415,A,stft,v2
a12,415,A,cwt,v2
a12,416,A,waveform,v2
a12,416,A,stft,v2
a12,416,A,cwt,v2
a12,417,A,waveform,v2
a12,417,A,stft,v2
a12,417,A,cwt,v2
a12,418,A,waveform,v2
a12,418,A,stft,v2
a12,418,A,cwt,v2
a12,419,A,waveform,v2
a12,419,A,stft,v2
a12,419,A,cwt,v2
a12,420,A,waveform,v2
a12,420,A,stft,v2
a12,420,A,cwt,v2
a12,421,A,waveform,v2
a12,421,A,stft,v2
a12,421,A,cwt,v2
a12,422,A,waveform,v2
a12,422,A,stft,v2
a12,422,A,cwt,v2
a12,423,A,waveform,v2
a12,423,A,stft,v2
a12,423,A,cwt,v2
a12,424,A,waveform,v2
a12,424,A,stft,v2
a12,424,A,cwt,v2
a12,425,A,waveform,v2
a12,425,A,stft,v2
a12,425,A,cwt,v2
a12,426,A,waveform,v2
a12,426,A,stft,v2
a12,426,A,cwt,v2
a12,427,A,waveform,v2
a12,427,A,stft,v2
a12,427,A,cwt,v2
a12,428,A,waveform,v2
a12,428,A,stft,v2
a12,428,A,cwt,v2
a12,429,A,waveform,v2
a12,429,A,stft,v2
a12,429,A,cwt,v2
a12,430,A,waveform,v2
a12,430,A,stft,v2
a12,430,A,cwt,v2
a12,431,A,waveform,v2
a12,431,A,stft,v2
a12,431,A,cwt,v2
a12,432,A,waveform,v2
a12,432,A,stft,v2
a12,432,A,cwt,v2
a12,433,A,waveform,v2
a12,433,A,stft,v2
a12,433,A,cwt,v2
a12,434,A,waveform,v2
a12,434,A,stft,v2
a12,434,A,cwt,v2
a12,435,A,waveform,v2
a12,435,A,stft,v2
a12,435,A,cwt,v2
a12,436,A,waveform,v2
a12,436,A,stft,v2
a12,436,A,cwt,v2
a12,437,A,waveform,v2
a12,437,A,stft,v2
a12,437,A,cwt,v2
a12,438,A,waveform,v2
a12,438,A,stft,v2
a12,438,A,cwt,v2
a12,439,A,waveform,v2
a12,439,A,stft,v2
a12,439,A,cwt,v2
a12,440,A,waveform,v2
a12,440,A,stft,v2
a12,440,A,cwt,v2
a12,441,A,waveform,v2
a12,441,A,stft,v2
a12,441,A,cwt,v2
a12,442,A,waveform,v2
a12,442,A,stft,v2
a12,442,A,cwt,v2
a12,443,A,waveform,v2
a12,443,A,stft,v2
a12,443,A,cwt,v2
a12,444,A,waveform,v2
a12,444,A,stft,v2
a12,444,A,cwt,v2
a12,445,A,waveform,v2
a12,445,A,stft,v2
a12,445,A,cwt,v2
a12,446,A,waveform,v2
a12,446,A,stft,v2
a12,446,A,cwt,v2
a12,447,A,waveform,v2
a12,447,A,stft,v2
a12,447,A,cwt,v2
a12,448,A,waveform,v2
a12,448,A,stft,v2
a12,448,A,cwt,v2
a12,449,A,waveform,v2
a12,449,A,stft,v2
a12,449,A,cwt,v2
a12,450,A,waveform,v2
a12,450,A,stft,v2
a12,450,A,cwt,v2
a12,451,A,waveform,v2
a12,451,A,stft,v2
a12,451,A,cwt,v2
a12,452,A,waveform,v2
a12,452,A,stft,v2
a12,452,A,cwt,v2
a12,453,A,waveform,v2
a12,453,A,stft,v2
a12,453,A,cwt,v2
a12,454,A,waveform,v2
a12,454,A,stft,v2
a12,454,A,cwt,v2
a12,455,A,waveform,v2
a12,455,A,stft,v2
a12,455,A,cwt,v2
a12,456,A,waveform,v2
a12,456,A,stft,v2
a12,456,A,cwt,v2
a12,457,A,waveform,v2
a12,457,A,stft,v2
a12,457,A,cwt,v2
a12,458,A,waveform,v2
a12,458,A,stft,v2
a12,458,A,cwt,v2
a12,459,A,waveform,v2
a12,459,A,stft,v2
a12,459,A,cwt,v2
a12,460,A,waveform,v2
a12,460,A,stft,v2
a12,460,A,cwt,v2
a12,461,A,waveform,v2
a12,461,A,stft,v2
a12,461,A,cwt,v2
a12,462,A,waveform,v2
a12,462,A,stft,v2
a12,462,A,cwt,v2
a12,463,A,waveform,v2
a12,463,A,stft,v2
a12,463,A,cwt,v2
a12,464,A,waveform,v2
a12,464,A,stft,v2
a12,464,A,cwt,v2
a12,465,A,waveform,v2
a12,465,A,stft,v2
a12,465,A,cwt,v2
a12,466,A,waveform,v2
a12,466,A,stft,v2
a12,466,A,cwt,v2
a12,467,A,waveform,v2
a12,467,A,stft,v2
a12,467,A,cwt,v2
a12,468,A,waveform,v2
a12,468,A,stft,v2
a12,468,A,cwt,v2
a12,469,A,waveform,v2
a12,469,A,stft,v2
a12,469,A,cwt,v2
a12,470,A,waveform,v2
a12,470,A,stft,v2
a12,470,A,cwt,v2
a12,471,A,waveform,v2
a12,471,A,stft,v2
a12,471,A,cwt,v2
a12,472,A,waveform,v2
a12,472,A,stft,v2
a12,472,A,cwt,v2
a12,473,A,waveform,v2
a12,473,A,stft,v2
a12,473,A,cwt,v2
a12,474,A,waveform,v2
a12,474,A,stft,v2
a12,474,A,cwt,v2
a12,475,A,waveform,v2
a12,475,A,stft,v2
a12,475,A,cwt,v2
a12,476,A,waveform,v2
a12,476,A,stft,v2
a12,476,A,cwt,v2
a12,477,A,waveform,v2
a12,477,A,stft,v2
a12,477,A,cwt,v2
a12,478,N,waveform,v2
a12,478,N,stft,v2
a12,478,N,cwt,v2
a12,479,N,waveform,v2
a12,479,N,stft,v2
a12,479,N,cwt,v2
a12,480,A,waveform,v2
a12,480,A,stft,v2
a12,480,A,cwt,v2
a12,481,A,waveform,v2
a12,481,A,stft,v2
a12,481,A,cwt,v2
a12,482,A,waveform,v2
a12,482,A,stft,v2
a12,482,A,cwt,v2
a12,483,A,waveform,v2
a12,483,A,stft,v2
a12,483,A,cwt,v2
a12,484,A,waveform,v2
a12,484,A,stft,v2
a12,484,A,cwt,v2
a12,485,A,waveform,v2
a12,485,A,stft,v2
a12,485,A,cwt,v2
a12,486,N,waveform,v2
a12,486,N,stft,v2
a12,486,N,cwt,v2
a12,487,N,waveform,v2
a12,487,N,stft,v2
a12,487,N,cwt,v2
a12,488,A,waveform,v2
a12,488,A,stft,v2
a12,488,A,cwt,v2
a12,489,A,waveform,v2
a12,489,A,stft,v2
a12,489,A,cwt,v2
a12,490,A,waveform,v2
a12,490,A,stft,v2
a12,490,A,cwt,v2
a12,491,A,waveform,v2
a12,491,A,stft,v2
a12,491,A,cwt,v2
a12,492,A,waveform,v2
a12,492,A,stft,v2
a12,492,A,cwt,v2
a12,493,A,waveform,v2
a12,493,A,stft,v2
a12,493,A,cwt,v2
a12,494,A,waveform,v2
a12,494,A,stft,v2
a12,494,A,cwt,v2
a12,495,A,waveform,v2
a12,495,A,stft,v2
a12,495,A,cwt,v2
a12,496,A,waveform,v2
a12,496,A,stft,v2
a12,496,A,cwt,v2
a12,497,A,waveform,v2
a12,497,A,stft,v2
a12,497,A,cwt,v2
a12,498,A,waveform,v2
a12,498,A,stft,v2
a12,498,A,cwt,v2
a12,499,A,waveform,v2
a12,499,A,stft,v2
a12,499,A,cwt,v2
a12,500,A,waveform,v2
a12,500,A,stft,v2
a12,500,A,cwt,v2
a12,501,A,waveform,v2
a12,501,A,stft,v2
a12,501,A,cwt,v2
a12,502,A,waveform,v2
a12,502,A,stft,v2
a12,502,A,cwt,v2
a12,503,A,waveform,v2
a12,503,A,stft,v2
a12,503,A,cwt,v2
a12,504,A,waveform,v2
a12,504,A,stft,v2
a12,504,A,cwt,v2
a12,505,A,waveform,v2
a12,505,A,stft,v2
a12,505,A,cwt,v2
a12,506,A,waveform,v2
a12,506,A,stft,v2
a12,506,A,cwt,v2
a12,507,A,waveform,v2
a12,507,A,stft,v2
a12,507,A,cwt,v2
a12,508,A,waveform,v2
a12,508,A,stft,v2
a12,508,A,cwt,v2
a12,509,A,waveform,v2
a12,509,A,stft,v2
a12,509,A,cwt,v2
a12,510,A,waveform,v2
a12,510,A,stft,v2
a12,510,A,cwt,v2
a12,511,A,waveform,v2
a12,511,A,stft,v2
a12,511,A,cwt,v2
a12,512,A,waveform,v2
a12,512,A,stft,v2
a12,512,A,cwt,v2
a12,513,A,waveform,v2
a12,513,A,stft,v2
a12,513,A,cwt,v2
a12,514,A,waveform,v2
a12,514,A,stft,v2
a12,514,A,cwt,v2
a12,515,A,waveform,v2
a12,515,A,stft,v2
a12,515,A,cwt,v2
a12,516,A,waveform,v2
a12,516,A,stft,v2
a12,516,A,cwt,v2
a12,517,A,waveform,v2
a12,517,A,stft,v2
a12,517,A,cwt,v2
a12,518,A,waveform,v2
a12,518,A,stft,v2
a12,518,A,cwt,v2
a12,519,A,waveform,v2
a12,519,A,stft,v2
a12,519,A,cwt,v2
a12,520,A,waveform,v2
a12,520,A,stft,v2
a12,520,A,cwt,v2
a12,521,A,waveform,v2
a12,521,A,stft,v2
a12,521,A,cwt,v2
a12,522,A,waveform,v2
a12,522,A,stft,v2
a12,522,A,cwt,v2
a12,523,A,waveform,v2
a12,523,A,stft,v2
a12,523,A,cwt,v2
a12,524,A,waveform,v2
a12,524,A,stft,v2
a12,524,A,cwt,v2
a12,525,A,waveform,v2
a12,525,A,stft,v2
a12,525,A,cwt,v2
a12,526,A,waveform,v2
a12,526,A,stft,v2
a12,526,A,cwt,v2
a12,527,A,waveform,v2
a12,527,A,stft,v2
a12,527,A,cwt,v2
a12,528,A,waveform,v2
a12,528,A,stft,v2
a12,528,A,cwt,v2
a12,529,A,waveform,v2
a12,529,A,stft,v2
a12,529,A,cwt,v2
a12,530,A,waveform,v2
a12,530,A,stft,v2
a12,530,A,cwt,v2
a12,531,A,waveform,v2
a12,531,A,stft,v2
a12,531,A,cwt,v2
a12,532,A,waveform,v2
a12,532,A,stft,v2
a12,532,A,cwt,v2
a12,533,A,waveform,v2
a12,533,A,stft,v2
a12,533,A,cwt,v2
a12,534,A,waveform,v2
a12,534,A,stft,v2
a12,534,A,cwt,v2
a12,535,A,waveform,v2
a12,535,A,stft,v2
a12,535,A,cwt,v2
a12,536,A,waveform,v2
a12,536,A,stft,v2
a12,536,A,cwt,v2
a12,537,A,waveform,v2
a12,537,A,stft,v2
a12,537,A,cwt,v2
a12,538,A,waveform,v2
a12,538,A,stft,v2
a12,538,A,cwt,v2
a12,539,A,waveform,v2
a12,539,A,stft,v2
a12,539,A,cwt,v2
a12,540,A,waveform,v2
a12,540,A,stft,v2
a12,540,A,cwt,v2
a12,541,A,waveform,v2
a12,541,A,stft,v2
a12,541,A,cwt,v2
a12,542,A,waveform,v2
a12,542,A,stft,v2
a12,542,A,cwt,v2
a12,543,A,waveform,v2
a12,543,A,stft,v2
a12,543,A,cwt,v2
a12,544,A,waveform,v2
a12,544,A,stft,v2
a12,544,A,cwt,v2
a12,545,A,waveform,v2
a12,545,A,stft,v2
a12,545,A,cwt,v2
a12,546,A,waveform,v2
a12,546,A,stft,v2
a12,546,A,cwt,v2
a12,547,A,waveform,v2
a12,547,A,stft,v2
a12,547,A,cwt,v2
a12,548,A,waveform,v2
a12,548,A,stft,v2
a12,548,A,cwt,v2
a12,549,A,waveform,v2
a12,549,A,stft,v2
a12,549,A,cwt,v2
a12,550,A,waveform,v2
a12,550,A,stft,v2
a12,550,A,cwt,v2
a12,551,A,waveform,v2
